Using cuda device
Find 9524 files.
Reading 9524 files...
Read 989 sequences.
VQVAE(
  (egru): GRU(89, 96)
  (gru): GRU(96, 96)
  (relu): LeakyReLU(negative_slope=0.01)
  (dgru): GRU(96, 96)
  (linear): Linear(in_features=96, out_features=96, bias=True)
  (vq_layer): VectorQuantizer()
)
Start trainning...
Epoch 1
-----------------
vq_loss:  tensor(0., device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0960, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1398e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0286, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1628e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0317, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4582e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0298, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0893e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0329, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6449e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4866e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0276, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0163e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0275, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5551e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0290, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0143e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0321, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9251e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0317, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0343e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0312, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6632e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0288, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1963e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9961e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6619e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5082e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0989e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0302, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8018e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0280, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2361e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0308, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9447e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0300, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6749e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0326, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7598e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0313, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6652e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0307, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0487e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4169e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6482e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0315, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6924e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0296, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5445e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4240e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3847e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0282, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3789e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0298, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4486e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0325, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2809e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0305, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4860e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0276, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5579e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0332, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5303e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3376e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0302, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6883e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4934e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0324, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2441e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0287, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5007e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7325e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0303, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6133e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8966e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0291, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6789e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2004e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4196e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4367e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0266, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.1058e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0322, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3844e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0327, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7613e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0319, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1301e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0319, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5014e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0323, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3971e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8801e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0275, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9675e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0281, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6383e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0307, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4772e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0284, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4163e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0291, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5403e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0347, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3686e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0283, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3759e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0290, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3292e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0305, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9662e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0331, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6364e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0286, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4529e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0290, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3997e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0288, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3962e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0305, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5662e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0263, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5650e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0301, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4062e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9707e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0267, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6008e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5130e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0283, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4126e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0302, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4937e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0320, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3895e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0308, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5915e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0273, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6520e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0358, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3646e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0290, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5394e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0305, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5576e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8195e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0271, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1418e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0278, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4531e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0312, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1498e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0336, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6509e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0313, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7455e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0277, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1062e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0273, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7536e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2630e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0303, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1366e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0314, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5146e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3812e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0302, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8610e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0320, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1035e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8251e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5349e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0300, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7615e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0299, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0253e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0296, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7949e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4395e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1682e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0317, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7221e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5575e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5870e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0275, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5403e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0379, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6438e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0314, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2175e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0291, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4258e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0291, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3876e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0307, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5887e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0287, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9934e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0330, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7201e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0282, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6896e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0318, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8184e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0288, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5235e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0337, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5889e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0323, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6985e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0286, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4814e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0372, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0894e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4907e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8553e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0347, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6967e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0300, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3888e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0299, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5566e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0336, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3784e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0314, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4648e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8017e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4424e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0276, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3586e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0306, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4688e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0289, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6057e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4246e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0307, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6381e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0313, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7554e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0325, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5046e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0317, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0351e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0275, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9939e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0305, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9938e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0278, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7720e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0305, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3498e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0301, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5215e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0289, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5106e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8128e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0288, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1418e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0284, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5913e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9238e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0306, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4413e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0291, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8155e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0337, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5357e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8135e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7101e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0287, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6279e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0314, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3146e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0306, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3009e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0286, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4761e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0271, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.2420e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0310, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2307e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0322, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9115e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0908e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0031e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5308e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0318, device='cuda:0', grad_fn=<MeanBackward0>)
